"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the cancel transaction button functionality.","20828","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:53:33 IST 2025","passed","Wed Sep 24 12:53:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21551","Calculation Testing | Scenario=S10 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:51:52 IST 2025","passed","Wed Sep 24 10:52:13 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20620","Calculation Testing | Scenario=S1 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 13:35:42 IST 2025","passed","Tue Sep 23 13:36:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18473","Calculation Testing | Scenario=S22 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 16:07:21 IST 2025","passed","Wed Sep 24 16:07:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18267","Calculation Testing | Scenario=S23 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:31:13 IST 2025","passed","Wed Sep 24 16:31:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22211","Calculation Testing | Scenario=S7 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 18:01:46 IST 2025","passed","Tue Sep 23 18:02:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20583","Calculation Testing | Scenario=S2 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 14:36:09 IST 2025","passed","Tue Sep 23 14:36:29 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23452","Calculation Testing | Scenario=S13 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:48:43 IST 2025","passed","Wed Sep 24 12:49:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19864","Calculation Testing | Scenario=S22 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:06:19 IST 2025","passed","Wed Sep 24 16:06:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","13849","Calculation Testing | Scenario=S24 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:01:34 IST 2025","failed","Wed Sep 24 15:01:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20294","Calculation Testing | Scenario=S4 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:43:22 IST 2025","passed","Tue Sep 23 15:43:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22057","Calculation Testing | Scenario=S12 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:28:52 IST 2025","passed","Wed Sep 24 12:29:14 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19001","Calculation Testing | Scenario=S19 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:21:23 IST 2025","passed","Wed Sep 24 15:21:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21608","Calculation Testing | Scenario=S14 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:14:19 IST 2025","passed","Wed Sep 24 13:14:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17390","Calculation Testing | Scenario=S19 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:19:36 IST 2025","passed","Wed Sep 24 15:19:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20709","Calculation Testing | Scenario=S3 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 14:56:54 IST 2025","passed","Tue Sep 23 14:57:14 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20879","Calculation Testing | Scenario=S17 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:08:17 IST 2025","passed","Wed Sep 24 14:08:38 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20870","Calculation Testing | Scenario=S4 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:51:30 IST 2025","passed","Tue Sep 23 15:51:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22430","Calculation Testing | Scenario=S11 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 11:19:32 IST 2025","passed","Wed Sep 24 11:19:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20783","Calculation Testing | Scenario=S2 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 14:31:11 IST 2025","passed","Tue Sep 23 14:31:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16546","Calculation Testing | Scenario=S23 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:32:29 IST 2025","passed","Wed Sep 24 16:32:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19448","Calculation Testing | Scenario=S20 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:34:36 IST 2025","passed","Wed Sep 24 15:34:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20277","Calculation Testing | Scenario=S1 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 13:33:00 IST 2025","passed","Tue Sep 23 13:33:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18237","Calculation Testing | Scenario=S23 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:30:48 IST 2025","passed","Wed Sep 24 16:31:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21353","Calculation Testing | Scenario=S24 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:53:19 IST 2025","passed","Wed Sep 24 14:53:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17209","Calculation Testing | Scenario=S23 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:20:58 IST 2025","passed","Wed Sep 24 16:21:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20848","Calculation Testing | Scenario=S4 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:52:50 IST 2025","passed","Tue Sep 23 15:53:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21159","Calculation Testing | Scenario=S12 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:27:51 IST 2025","passed","Wed Sep 24 12:28:12 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22532","Calculation Testing | Scenario=S24 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:56:51 IST 2025","passed","Wed Sep 24 14:57:13 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18626","Calculation Testing | Scenario=S22 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:04:56 IST 2025","passed","Wed Sep 24 16:05:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20870","Calculation Testing | Scenario=S18 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:34:41 IST 2025","passed","Wed Sep 24 14:35:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22795","Calculation Testing | Scenario=S14 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:20:22 IST 2025","passed","Wed Sep 24 13:20:44 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20127","Calculation Testing | Scenario=S11 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 11:28:58 IST 2025","passed","Wed Sep 24 11:29:18 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22266","Calculation Testing | Scenario=S1 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 13:37:00 IST 2025","passed","Tue Sep 23 13:37:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23701","Calculation Testing | Scenario=S16 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:46:07 IST 2025","passed","Wed Sep 24 13:46:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17425","Calculation Testing | Scenario=S20 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:36:57 IST 2025","passed","Wed Sep 24 15:37:14 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20902","Calculation Testing | Scenario=S4 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:40:05 IST 2025","passed","Tue Sep 23 15:40:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20728","Calculation Testing | Scenario=S1 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 13:32:34 IST 2025","passed","Tue Sep 23 13:32:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20777","Calculation Testing | Scenario=S3 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 14:58:16 IST 2025","passed","Tue Sep 23 14:58:37 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18384","Calculation Testing | Scenario=S19 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:12:11 IST 2025","passed","Wed Sep 24 15:12:29 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20237","Calculation Testing | Scenario=S7 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 18:02:41 IST 2025","passed","Tue Sep 23 18:03:01 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23291","Calculation Testing | Scenario=S11 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 11:13:23 IST 2025","passed","Wed Sep 24 11:13:46 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17786","Calculation Testing | Scenario=S22 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:09:48 IST 2025","passed","Wed Sep 24 16:10:05 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21354","Calculation Testing | Scenario=S13 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:51:55 IST 2025","passed","Wed Sep 24 12:52:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22802","Calculation Testing | Scenario=S10 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:59:57 IST 2025","passed","Wed Sep 24 11:00:20 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16193","Calculation Testing | Scenario=S23 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 16:26:32 IST 2025","passed","Wed Sep 24 16:26:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19802","Calculation Testing | Scenario=S2 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 14:40:10 IST 2025","passed","Tue Sep 23 14:40:30 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20199","Calculation Testing | Scenario=S3 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:10:56 IST 2025","passed","Tue Sep 23 15:11:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19364","Calculation Testing | Scenario=S10 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:57:40 IST 2025","passed","Wed Sep 24 10:58:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21768","Calculation Testing | Scenario=S8 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 00:00:21 IST 2025","passed","Wed Sep 24 00:00:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19935","Calculation Testing | Scenario=S1 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 13:38:25 IST 2025","passed","Tue Sep 23 13:38:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18569","Calculation Testing | Scenario=S21 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:48:30 IST 2025","passed","Wed Sep 24 15:48:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18815","Calculation Testing | Scenario=S20 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:42:37 IST 2025","passed","Wed Sep 24 15:42:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20044","Calculation Testing | Scenario=S7 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 18:07:45 IST 2025","passed","Tue Sep 23 18:08:05 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19608","Calculation Testing | Scenario=S21 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:56:17 IST 2025","passed","Wed Sep 24 15:56:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16308","Calculation Testing | Scenario=S20 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:28:24 IST 2025","passed","Wed Sep 24 15:28:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21015","Calculation Testing | Scenario=S7 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:54:01 IST 2025","passed","Tue Sep 23 17:54:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19687","Calculation Testing | Scenario=S21 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:55:01 IST 2025","passed","Wed Sep 24 15:55:20 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18862","Calculation Testing | Scenario=S22 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:05:24 IST 2025","passed","Wed Sep 24 16:05:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23340","Calculation Testing | Scenario=S11 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 11:25:56 IST 2025","passed","Wed Sep 24 11:26:19 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22970","Calculation Testing | Scenario=S14 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:09:04 IST 2025","passed","Wed Sep 24 13:09:27 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22692","Calculation Testing | Scenario=S6 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:22:20 IST 2025","passed","Tue Sep 23 17:22:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21481","Calculation Testing | Scenario=S14 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:13:20 IST 2025","passed","Wed Sep 24 13:13:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20786","Calculation Testing | Scenario=S4 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:45:39 IST 2025","passed","Tue Sep 23 15:46:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20280","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:27:20 IST 2025","passed","Wed Sep 24 12:27:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22421","Calculation Testing | Scenario=S16 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:51:58 IST 2025","passed","Wed Sep 24 13:52:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19607","Calculation Testing | Scenario=S1 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 13:39:42 IST 2025","passed","Tue Sep 23 13:40:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19490","Calculation Testing | Scenario=S6 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 17:26:08 IST 2025","passed","Tue Sep 23 17:26:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21122","Calculation Testing | Scenario=S5 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 16:05:31 IST 2025","passed","Tue Sep 23 16:05:52 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20829","Calculation Testing | Scenario=S7 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 18:05:51 IST 2025","passed","Tue Sep 23 18:06:12 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20520","Calculation Testing | Scenario=S24 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:03:25 IST 2025","passed","Wed Sep 24 15:03:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20745","Calculation Testing | Scenario=S1 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:42:50 IST 2025","passed","Tue Sep 23 13:43:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19437","Calculation Testing | Scenario=S21 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:56:44 IST 2025","passed","Wed Sep 24 15:57:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23086","Calculation Testing | Scenario=S12 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:38:41 IST 2025","passed","Wed Sep 24 12:39:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20208","Calculation Testing | Scenario=S7 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 17:57:35 IST 2025","passed","Tue Sep 23 17:57:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20777","Calculation Testing | Scenario=S5 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 16:00:07 IST 2025","passed","Tue Sep 23 16:00:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16906","Calculation Testing | Scenario=S19 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:14:53 IST 2025","passed","Wed Sep 24 15:15:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22872","Calculation Testing | Scenario=S13 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:59:23 IST 2025","passed","Wed Sep 24 12:59:46 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20079","Calculation Testing | Scenario=S19 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:22:15 IST 2025","passed","Wed Sep 24 15:22:35 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19373","Calculation Testing | Scenario=S1 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 13:40:35 IST 2025","passed","Tue Sep 23 13:40:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19884","Calculation Testing | Scenario=S6 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 17:30:34 IST 2025","passed","Tue Sep 23 17:30:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22329","Calculation Testing | Scenario=S9 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:28:33 IST 2025","passed","Wed Sep 24 10:28:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23711","Calculation Testing | Scenario=S8 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 00:09:04 IST 2025","passed","Wed Sep 24 00:09:27 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20771","Calculation Testing | Scenario=S3 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 15:01:27 IST 2025","passed","Tue Sep 23 15:01:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20057","Calculation Testing | Scenario=S23 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:17:46 IST 2025","passed","Wed Sep 24 16:18:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22160","Calculation Testing | Scenario=S3 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:03:45 IST 2025","passed","Tue Sep 23 15:04:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21194","Calculation Testing | Scenario=S17 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:07:20 IST 2025","passed","Wed Sep 24 14:07:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19792","Calculation Testing | Scenario=S1 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:38:51 IST 2025","passed","Tue Sep 23 13:39:11 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17256","Calculation Testing | Scenario=S21 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:53:50 IST 2025","passed","Wed Sep 24 15:54:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19884","Calculation Testing | Scenario=S2 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 14:39:19 IST 2025","passed","Tue Sep 23 14:39:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20138","Calculation Testing | Scenario=S5 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 16:15:56 IST 2025","passed","Tue Sep 23 16:16:16 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","25926","Calculation Testing | Scenario=S18 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:34:05 IST 2025","passed","Wed Sep 24 14:34:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20030","Calculation Testing | Scenario=S13 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:02:27 IST 2025","passed","Wed Sep 24 13:02:47 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20710","Calculation Testing | Scenario=S5 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 16:15:28 IST 2025","passed","Tue Sep 23 16:15:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19636","Calculation Testing | Scenario=S13 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:58:26 IST 2025","passed","Wed Sep 24 12:58:46 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19530","Calculation Testing | Scenario=S21 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:44:39 IST 2025","passed","Wed Sep 24 15:44:59 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20397","Calculation Testing | Scenario=S9 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:24:21 IST 2025","passed","Wed Sep 24 10:24:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21857","Calculation Testing | Scenario=S11 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 11:14:30 IST 2025","passed","Wed Sep 24 11:14:52 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17615","Calculation Testing | Scenario=S22 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:15:06 IST 2025","passed","Wed Sep 24 16:15:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22038","Calculation Testing | Scenario=S8 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 00:00:53 IST 2025","passed","Wed Sep 24 00:01:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21482","Calculation Testing | Scenario=S18 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:25:03 IST 2025","passed","Wed Sep 24 14:25:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20831","Calculation Testing | Scenario=S1 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 13:31:14 IST 2025","passed","Tue Sep 23 13:31:35 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23731","Calculation Testing | Scenario=S12 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:31:28 IST 2025","passed","Wed Sep 24 12:31:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20741","Calculation Testing | Scenario=S20 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:26:21 IST 2025","passed","Wed Sep 24 15:26:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19306","Calculation Testing | Scenario=S21 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:50:26 IST 2025","passed","Wed Sep 24 15:50:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20673","Calculation Testing | Scenario=S4 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:41:30 IST 2025","passed","Tue Sep 23 15:41:50 IST 2025","TestCalculations","Calculation_test","",""
